ID,adj.P.Val,P.Value,t,B,logFC,Gene.symbol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7896247,3.54E-10,4.94E-11,-7.2177923,14.3600622,-2.79E-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7895585,3.54E-10,4.95E-11,7.2176065,14.35912,3.99E-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7979196,3.54E-10,4.95E-11,7.2174633,14.3583941,6.46E-01,GNPNAT1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7907135,3.59E-10,5.02E-11,7.2148181,14.3449812,4.20E-01,SFT2D2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8063283,3.59E-10,5.02E-11,7.2147561,14.3446672,4.82E-01,CSE1L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8001233,3.60E-10,5.04E-11,7.214123,14.341457,3.35E-01,ITFG1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8053059,3.62E-10,5.06E-11,7.2133195,14.3373835,3.50E-01,BOLA3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7900340,3.62E-10,5.06E-11,7.2132965,14.3372666,6.19E-01,BMP8A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8002571,3.69E-10,5.16E-11,-7.2095308,14.3181775,-4.94E-01,PHLPP2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7976160,3.69E-10,5.16E-11,7.2094978,14.3180103,4.84E-01,TDP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8064637,3.70E-10,5.18E-11,-7.2085892,14.3134051,-3.81E-01,C20orf194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8120165,3.71E-10,5.19E-11,7.208252,14.3116962,4.41E-01,CENPQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8063097,3.72E-10,5.21E-11,-7.2074628,14.307696,-2.44E-01,PCIF1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7906852,3.76E-10,5.27E-11,7.2053935,14.2972094,4.66E-01,UHMK1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8150318,3.77E-10,5.28E-11,-7.2050386,14.2954108,-6.32E-01,FGFR1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8148621,3.83E-10,5.36E-11,7.202033,14.2801811,3.59E-01,RHPN1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7893529,3.84E-10,5.38E-11,7.2014259,14.2771057,9.11E-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7938225,3.84E-10,5.39E-11,-7.2011343,14.2756282,-1.31,OLFML1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7898211,3.85E-10,5.40E-11,7.2007765,14.2738156,3.24E-01,DDI2,RSC1A1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8099388,3.88E-10,5.44E-11,7.1992809,14.2662386,5.61E-01,HS3ST1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7986214,3.89E-10,5.45E-11,-7.1987602,14.2636007,-5.51E-01,SLCO3A1,SLCO3A1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8122150,3.91E-10,5.49E-11,-7.1975451,14.2574457,-1.04,EYA4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8154388,3.91E-10,5.49E-11,7.1974504,14.2569659,2.64E-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8019924,3.93E-10,5.52E-11,-7.1962431,14.2508511,-3.26E-01,MYL12A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8148867,3.94E-10,5.53E-11,7.1958931,14.2490781,2.73E-01,KIFC2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7893724,3.97E-10,5.57E-11,-7.1945284,14.2421664,-3.97E-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8081945,3.97E-10,5.58E-11,7.1942872,14.2409448,3.29E-01,NDUFB4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8093314,3.97E-10,5.58E-11,7.1942872,14.2409448,3.29E-01,NDUFB4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7900365,3.97E-10,5.58E-11,-7.1942,14.2405034,-8.98E-01,MFSD2A,MFSD2A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8068551,3.97E-10,5.59E-11,-7.1940677,14.2398332,-2.75E-01,DYRK1A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7970810,3.99E-10,5.61E-11,7.1933506,14.2362016,6.81E-01,SLC7A1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8056890,4.03E-10,5.67E-11,-7.191076,14.2246835,-9.84E-01,CHN1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8051989,4.04E-10,5.68E-11,7.1908153,14.2233635,1.99E-01,ATP6V1E2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7981728,4.04E-10,5.68E-11,7.1907499,14.2230325,1.58,IGHM,IGHV3-48,IGHV3-69-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8175016,4.05E-10,5.70E-11,-7.1902836,14.2206714,-5.54E-01,APLN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8156633,4.05E-10,5.70E-11,-7.1901421,14.219955,-4.51E-01,LOC100499484,CCDC180,LOC100499484-C9ORF174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8040034,4.06E-10,5.71E-11,7.1896575,14.2175012,2.53E-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8102831,4.06E-10,5.72E-11,-7.1893285,14.2158353,-2.92E-01,MGARP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8110399,4.07E-10,5.73E-11,7.1890051,14.2141982,2.40E-01,B4GALT7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7986637,4.07E-10,5.74E-11,7.1887893,14.2131053,1.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8019071,4.09E-10,5.76E-11,-7.1882078,14.2101617,-3.17E-01,LOC100294362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8180408,4.10E-10,5.79E-11,7.1872734,14.2054312,3.83E-01,NPM1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8164153,4.15E-10,5.84E-11,-7.1852791,14.1953355,-3.39E-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7948839,4.17E-10,5.88E-11,-7.1840097,14.1889104,-2.51E-01,NXF1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8114898,4.20E-10,5.92E-11,-7.1827129,14.1823468,-4.43E-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7979982,4.22E-10,5.96E-11,7.1816043,14.1767363,3.22E-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7967127,4.23E-10,5.97E-11,-7.1811056,14.1742123,-2.56E-01,CAMKK2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7920737,4.25E-10,6.00E-11,7.1803135,14.1702041,2.67E-01,CLK2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7968962,4.29E-10,6.06E-11,-7.1782315,14.1596686,-5.12E-01,LRRC63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7915015,4.30E-10,6.08E-11,7.1777273,14.1571176,3.01E-01,GNL2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8123407,4.35E-10,6.14E-11,-7.1755931,14.1463194,-6.08E-01,AFDN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7961022,4.35E-10,6.15E-11,7.1754899,14.1457977,2.34E-01,PTMA,PTMA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8027744,4.35E-10,6.15E-11,7.1752862,14.1447668,4.44E-01,HPN-AS1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8168650,4.37E-10,6.17E-11,-7.1746346,14.1414703,-4.14E-01,PABPC5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7940891,4.37E-10,6.17E-11,7.1745977,14.1412842,2.48E-01,DNAJC4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7932311,4.38E-10,6.20E-11,-7.1738224,14.137362,-3.57E-01,RSU1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8015900,4.39E-10,6.21E-11,7.1734423,14.1354392,2.42E-01,TMEM101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8154100,4.40E-10,6.22E-11,-7.1732255,14.1343423,-7.23E-01,VLDLR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7929536,4.40E-10,6.22E-11,-7.1731708,14.134066,-5.63E-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7915955,4.44E-10,6.28E-11,-7.1712358,14.124278,-7.35E-01,SPATA6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7915951,4.46E-10,6.31E-11,-7.1702554,14.1193196,-3.93E-01,LOC100128922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7978407,4.47E-10,6.32E-11,-7.1700303,14.118181,-9.67E-01,PRKD1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8153823,4.53E-10,6.41E-11,7.1672924,14.1043349,2.68E-01,CYHR1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8103601,4.54E-10,6.43E-11,-7.1667672,14.1016796,-7.30E-01,DDX60L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7893486,4.54E-10,6.43E-11,7.1666907,14.1012924,2.55E-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8180407,4.56E-10,6.46E-11,7.1657142,14.0963549,4.00E-01,NPM1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8080878,4.56E-10,6.46E-11,-7.1656782,14.0961727,-3.23E-01,ATXN7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7906154,4.61E-10,6.53E-11,7.1637512,14.0864297,3.51E-01,TSACC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7980358,4.71E-10,6.67E-11,7.1594921,14.0648995,3.46E-01,POMT2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8156373,4.72E-10,6.69E-11,-7.1589979,14.0624016,-3.49E-01,FGD3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8021866,4.73E-10,6.71E-11,-7.1584694,14.0597304,-4.85E-01,NFATC1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8140317,4.75E-10,6.73E-11,7.1577595,14.0561422,3.35E-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8035737,4.76E-10,6.76E-11,7.1570749,14.0526824,3.34E-01,ATP13A1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8087409,4.76E-10,6.76E-11,-7.1570448,14.0525302,-2.36E-01,RHOA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7920238,4.77E-10,6.78E-11,-7.1564367,14.0494574,-1.58,S100A12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7906223,4.77E-10,6.78E-11,7.1563898,14.0492204,3.01E-01,RRNAD1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8053797,4.77E-10,6.78E-11,7.1563565,14.0490517,9.65E-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7921298,4.79E-10,6.80E-11,7.1557517,14.0459957,6.63E-01,FCRL2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7997852,4.79E-10,6.81E-11,7.155601,14.0452339,2.94E-01,TRAPPC2L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8009875,4.82E-10,6.85E-11,-7.1544022,14.0391762,-4.90E-01,MYO15B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8051372,4.87E-10,6.92E-11,7.1524556,14.0293401,3.18E-01,MEMO1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8090591,4.91E-10,6.98E-11,-7.1507707,14.0208279,-4.63E-01,PLXND1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8018922,4.93E-10,7.01E-11,-7.1499489,14.0166761,-2.86E-01,CYTH1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8069003,4.96E-10,7.05E-11,7.1488113,14.0109294,2.47E-01,PWP2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8009227,4.97E-10,7.07E-11,7.1483001,14.0083469,2.95E-01,PSMC5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8168179,4.98E-10,7.09E-11,7.1476725,14.0051771,5.06E-01,DLG3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8094169,5.01E-10,7.12E-11,-7.146737,14.0004515,-4.43E-01,CPEB2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8046333,5.03E-10,7.16E-11,-7.1458045,13.9957416,-9.76E-01,CYBRD1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8056812,5.04E-10,7.18E-11,7.1453261,13.9933256,3.22E-01,OLA1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7928959,5.09E-10,7.25E-11,-7.1433176,13.9831822,-2.75E-01,PTEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7960516,5.13E-10,7.30E-11,7.1418436,13.9757389,2.89E-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8148949,5.14E-10,7.32E-11,7.141559,13.9743017,3.60E-01,TMED10P1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8115524,5.14E-10,7.33E-11,7.1412082,13.9725307,3.74E-01,CLINT1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8163525,5.21E-10,7.43E-11,7.1385446,13.9590825,3.35E-01,POLE3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7922104,5.22E-10,7.44E-11,7.13837,13.9582007,4.16E-01,GCSHP3,LOC729080,LOC641746,GCSH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8126436,5.33E-10,7.60E-11,-7.1340231,13.9362583,-2.66E-01,PRPH2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8039511,5.33E-10,7.61E-11,7.1339438,13.935858,3.29E-01,ISOC2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8077198,5.34E-10,7.61E-11,-7.1337496,13.9348781,-5.71E-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7953993,5.36E-10,7.64E-11,7.1330622,13.9314088,3.80E-01,BCL2L14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8023995,5.37E-10,7.66E-11,-7.1326559,13.9293578,-5.54E-01,FSTL3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8083569,5.37E-10,7.67E-11,-7.1323876,13.9280039,-5.81E-01,TIPARP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8053158,5.38E-10,7.68E-11,7.1321136,13.9266212,2.94E-01,MOGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8118721,5.40E-10,7.71E-11,7.131317,13.9226013,2.41E-01,ZBTB9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8164607,5.40E-10,7.71E-11,-7.1312132,13.9220775,-3.69E-01,FNBP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8167763,5.40E-10,7.72E-11,-7.1310704,13.9213568,-5.02E-01,TSPYL2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8018761,5.41E-10,7.73E-11,-7.1307081,13.9195285,-1.02,ST6GALNAC2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8180372,5.41E-10,7.73E-11,-7.1307081,13.9195285,-1.02,ST6GALNAC2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7975066,5.43E-10,7.76E-11,-7.1300659,13.9162877,-6.09E-01,AKAP5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7906728,5.46E-10,7.80E-11,7.1290619,13.9112218,2.91E-01,TOMM40L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7892723,5.46E-10,7.80E-11,7.1289351,13.9105817,7.21E-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8054192,5.46E-10,7.80E-11,7.128935,13.9105811,3.42E-01,MITD1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8085094,5.47E-10,7.83E-11,-7.1283183,13.9074695,-2.74E-01,SUMF1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8091867,5.48E-10,7.84E-11,-7.1279884,13.905805,-1.23,BCHE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7892941,5.51E-10,7.88E-11,7.1270046,13.9008414,2.89E-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8031035,5.52E-10,7.91E-11,-7.1264281,13.8979327,-2.09E-01,MIR516B1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8001149,5.53E-10,7.92E-11,7.1261172,13.8963646,2.93E-01,VPS35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8134463,5.56E-10,7.96E-11,7.1250944,13.8912048,2.45E-01,NPTX2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7982206,5.56E-10,7.96E-11,-7.1249801,13.890628,-2.51E-01,GOLGA8R,GOLGA8DP,GOLGA8CP,GOLGA8O,GOLGA8M,GOLGA8K,GOLGA8T,GOLGA8J,GOLGA8S,GOLGA8N,GOLGA8EP,GOLGA8IP,,,,,,,,,,,,,,,,,,,,,,,,,
8157058,5.57E-10,7.99E-11,-7.1244285,13.8878454,-4.51E-01,FSD1L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7941946,5.60E-10,8.02E-11,7.1235222,13.8832736,2.63E-01,NDUFV1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8072382,5.61E-10,8.04E-11,7.1230945,13.8811166,4.03E-01,OSBP2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8013741,5.62E-10,8.06E-11,7.1227501,13.8793791,4.24E-01,SDF2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8141490,5.63E-10,8.07E-11,7.1224024,13.8776256,3.67E-01,PMS2P1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8088958,5.65E-10,8.11E-11,-7.121515,13.8731499,-4.18E-01,GBE1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8147469,5.67E-10,8.13E-11,-7.1208763,13.8699285,-5.88E-01,CPQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7893342,5.70E-10,8.18E-11,7.1197162,13.8640777,5.56E-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7918188,5.71E-10,8.19E-11,-7.1195404,13.863191,-4.93E-01,SLC25A24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8131000,5.74E-10,8.24E-11,7.1184528,13.8577066,3.23E-01,DNAAF5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8024246,5.74E-10,8.24E-11,7.1182859,13.8568648,2.51E-01,C19orf24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8046279,5.74E-10,8.25E-11,7.1181965,13.8564139,2.93E-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7926207,5.75E-10,8.26E-11,7.1179241,13.8550405,3.71E-01,CDC123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8171823,5.77E-10,8.29E-11,7.1172193,13.8514865,5.31E-01,APOO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8133300,5.85E-10,8.40E-11,7.1145628,13.8380927,3.51E-01,PMS2P9,PMS2P7,PMS2P6,DTX2P1-UPK3BP1-PMS2P11,LOC441259,PMS2,PMS2P3,PMS2P5,PMS2P2,PMS2P1,PMS2P6,PMS2P3,PMS2P2,PMS2P1,,,,,,,,,,,,,,,,,,,,,,,
8136938,5.89E-10,8.47E-11,-7.1129486,13.8299546,-8.93E-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8143599,5.89E-10,8.47E-11,-7.1129486,13.8299546,-8.93E-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7894903,5.93E-10,8.53E-11,7.111645,13.8233831,4.53E-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8129837,5.93E-10,8.53E-11,-7.1116138,13.823226,-1.01,IL20RA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8043909,5.94E-10,8.54E-11,7.1113472,13.8218823,8.55E-01,NPAS2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7945169,5.94E-10,8.55E-11,7.1111026,13.8206493,1.31,TMEM45B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7950005,5.95E-10,8.56E-11,-7.1109759,13.8200105,-3.02E-01,MRGPRF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8154476,5.96E-10,8.57E-11,-7.1106415,13.8183253,-2.14E-01,SH3GL2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7992396,5.98E-10,8.61E-11,7.1097332,13.8137468,4.28E-01,FAHD1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8021301,5.99E-10,8.62E-11,7.10945,13.8123197,7.49E-01,RAB27B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7932118,5.99E-10,8.63E-11,-7.1094058,13.8120967,-7.84E-01,BEND7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8092295,5.99E-10,8.63E-11,-7.1092573,13.8113486,-1.2,CCDC39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8159142,6.00E-10,8.64E-11,7.1090354,13.8102298,4.05E-01,COL5A1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8062658,6.01E-10,8.66E-11,7.1085337,13.8077016,3.19E-01,LPIN3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7969611,6.02E-10,8.67E-11,-7.1083696,13.8068745,-4.77E-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8102817,6.02E-10,8.68E-11,-7.1081657,13.8058466,-3.00E-01,ELF2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8133095,6.03E-10,8.69E-11,7.1079442,13.8047303,2.33E-01,INTS4P2,INTS4P1,INTS4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7937217,6.04E-10,8.71E-11,7.107532,13.802653,3.88E-01,ECHS1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7944302,6.05E-10,8.73E-11,-7.1070268,13.8001072,-4.89E-01,PHLDB1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7942465,6.05E-10,8.74E-11,7.1069319,13.799629,2.96E-01,MRPL48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7942679,6.06E-10,8.74E-11,-7.1067513,13.798719,-4.58E-01,ACER3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8167625,6.08E-10,8.78E-11,-7.1060009,13.7949375,-4.25E-01,CCNB3,BCOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7892868,6.08E-10,8.78E-11,7.1058936,13.7943966,3.53E-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7892866,6.08E-10,8.79E-11,7.1057724,13.7937861,8.41E-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8020183,6.09E-10,8.80E-11,7.1056004,13.7929194,4.38E-01,IMPA2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8118249,6.09E-10,8.80E-11,-7.1054206,13.7920131,-2.89E-01,C6orf25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8131303,6.11E-10,8.82E-11,7.104981,13.7897985,2.20E-01,WIPI2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8002370,6.11E-10,8.83E-11,-7.1049215,13.7894983,-3.96E-01,ST3GAL2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8061564,6.12E-10,8.85E-11,-7.1044897,13.7873225,-9.23E-01,ID1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7999608,6.12E-10,8.85E-11,7.1044766,13.7872565,3.14E-01,RRN3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8002999,6.17E-10,8.92E-11,7.102839,13.7790058,4.07E-01,GCSHP3,LOC729080,LOC641746,GCSH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8070173,6.24E-10,9.03E-11,-7.1004201,13.7668199,-7.52E-01,KCNE1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7905974,6.25E-10,9.04E-11,7.100149,13.765454,3.03E-01,HCN3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8120176,6.28E-10,9.09E-11,7.0992136,13.760742,7.24E-01,C6orf141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8140971,6.28E-10,9.09E-11,-7.0991243,13.7602923,-7.23E-01,SAMD9L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8064939,6.29E-10,9.11E-11,-7.0987267,13.7582898,-3.17E-01,TMX4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8084423,6.41E-10,9.28E-11,7.0951033,13.7400407,4.44E-01,PSMD2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8169683,6.41E-10,9.29E-11,7.0949029,13.7390317,3.45E-01,ZBTB33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8145611,6.43E-10,9.31E-11,7.0944743,13.7368731,7.26E-01,FZD3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8148198,6.56E-10,9.50E-11,7.0905112,13.7169184,4.79E-01,WDYHV1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
