ID,adj.P.Val,P.Value,t,B,logFC,Gene.symbol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7931832,1.33E-01,8.60E-02,1.7311202,-5.9223186,3.74E-01,AKR1C2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7966810,1.33E-01,8.60E-02,1.7309862,-5.9225459,6.98E-02,KSR2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8012138,1.33E-01,8.60E-02,1.7308767,-5.9227318,7.17E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8012928,1.33E-01,8.60E-02,-1.7308647,-5.9227521,-4.81E-02,CDRT1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8058145,1.33E-01,8.60E-02,1.7307474,-5.9229511,1.15E-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7974125,1.33E-01,8.61E-02,-1.7306255,-5.9231579,-1.09E-01,FAM179B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8146051,1.33E-01,8.61E-02,-1.7304753,-5.9234128,-5.46E-02,ADAM5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7893087,1.34E-01,8.61E-02,1.7302547,-5.9237871,7.27E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8063534,1.34E-01,8.62E-02,1.7299844,-5.9242455,5.16E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7922382,1.34E-01,8.62E-02,-1.729939,-5.9243226,-2.61E-01,ANKRD45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7895790,1.34E-01,8.62E-02,1.7297834,-5.9245865,9.63E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7990810,1.34E-01,8.63E-02,1.7293583,-5.9253073,1.24E-01,ST20-MTHFS,MTHFS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7894073,1.34E-01,8.63E-02,-1.7292584,-5.9254767,-1.38E-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8027746,1.34E-01,8.63E-02,1.729078,-5.9257826,1.21E-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8062409,1.34E-01,8.63E-02,-1.7290528,-5.9258253,-5.35E-02,CTNNBL1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7894820,1.34E-01,8.64E-02,1.7289397,-5.926017,1.19E-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7984736,1.34E-01,8.64E-02,-1.7288286,-5.9262053,-5.03E-02,REC114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8134117,1.34E-01,8.64E-02,-1.7287791,-5.9262891,-9.33E-02,FZD1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8032595,1.34E-01,8.64E-02,1.7285653,-5.9266516,5.21E-02,DOHH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7911092,1.34E-01,8.64E-02,1.728561,-5.9266588,8.48E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7896342,1.34E-01,8.64E-02,-1.7284088,-5.9269167,-1.48E-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7892654,1.34E-01,8.65E-02,-1.7283658,-5.9269896,-1.22E-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7917255,1.34E-01,8.66E-02,1.7276358,-5.9282263,1.27E-01,SSX2IP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7893525,1.34E-01,8.66E-02,1.7273276,-5.9287483,8.46E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8043583,1.34E-01,8.66E-02,1.7273214,-5.9287589,1.03E-01,STARD7-AS1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7946008,1.34E-01,8.67E-02,-1.7268252,-5.9295992,-9.85E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8042556,1.34E-01,8.68E-02,1.7266366,-5.9299185,6.19E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7979426,1.34E-01,8.68E-02,-1.7265782,-5.9300174,-6.35E-02,GPR135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8027279,1.34E-01,8.68E-02,1.7265734,-5.9300255,1.17E-01,ZNF430,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7902036,1.34E-01,8.68E-02,-1.7265635,-5.9300422,-6.65E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8169249,1.34E-01,8.68E-02,-1.7263712,-5.9303678,-1.69E-01,MID2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8004221,1.35E-01,8.69E-02,1.7260844,-5.9308531,6.62E-02,ALOX12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7985285,1.35E-01,8.69E-02,-1.7260726,-5.9308732,-1.56E-01,ARNT2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7941743,1.35E-01,8.69E-02,1.7258533,-5.9312443,7.78E-02,LRFN4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7901967,1.35E-01,8.69E-02,1.7258135,-5.9313116,1.16E-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7932082,1.35E-01,8.69E-02,-1.725723,-5.9314649,-3.00E-01,CCDC3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8105645,1.35E-01,8.70E-02,1.725449,-5.9319283,2.38E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8142795,1.35E-01,8.70E-02,1.7254072,-5.931999,7.91E-02,IMPDH1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8040290,1.35E-01,8.70E-02,-1.7252835,-5.9322085,-6.90E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7922610,1.35E-01,8.70E-02,1.7251095,-5.9325028,1.07E-01,ABL2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7893130,1.35E-01,8.71E-02,-1.7249833,-5.9327162,-8.49E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7992954,1.35E-01,8.71E-02,1.7246737,-5.9332398,5.51E-02,TRAP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8019308,1.35E-01,8.72E-02,-1.7243609,-5.9337687,-6.41E-02,MAFG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8040077,1.35E-01,8.72E-02,-1.7243167,-5.9338435,-5.60E-02,LOC400940,LOC400940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8063942,1.35E-01,8.72E-02,1.7242611,-5.9339375,5.05E-02,NTSR1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7894200,1.35E-01,8.73E-02,1.7237347,-5.9348273,1.92E-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8175391,1.35E-01,8.73E-02,-1.7235415,-5.935154,-8.84E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7900857,1.35E-01,8.74E-02,-1.7231332,-5.9358438,-8.21E-02,ST3GAL3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7940565,1.35E-01,8.75E-02,1.7227524,-5.9364873,1.92E-01,FADS2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7895774,1.35E-01,8.75E-02,1.7224035,-5.9370765,1.17E-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8142663,1.36E-01,8.76E-02,1.7219346,-5.9378685,9.61E-02,NDUFA5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7910111,1.36E-01,8.77E-02,-1.7216279,-5.9383864,-1.83E-01,EPHX1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7936904,1.36E-01,8.78E-02,-1.7212023,-5.9391048,-5.08E-02,CTBP2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7893533,1.36E-01,8.78E-02,-1.7211872,-5.9391303,-9.84E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7895523,1.36E-01,8.78E-02,1.7210756,-5.9393186,5.92E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8053882,1.36E-01,8.78E-02,1.7209704,-5.9394961,8.83E-02,DUSP2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8136893,1.36E-01,8.78E-02,1.7209007,-5.9396137,6.24E-02,CLCN1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7918465,1.36E-01,8.79E-02,-1.7203623,-5.9405222,-6.36E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7894671,1.36E-01,8.79E-02,-1.7202847,-5.9406532,-1.03E-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8049199,1.36E-01,8.80E-02,1.7200369,-5.9410712,5.86E-02,GIGYF2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8045539,1.36E-01,8.80E-02,-1.7197717,-5.9415186,-2.73E-01,KYNU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7897648,1.36E-01,8.80E-02,-1.7197405,-5.9415712,-6.24E-02,PEX14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7894009,1.36E-01,8.80E-02,1.7196988,-5.9416415,8.79E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8085970,1.36E-01,8.80E-02,-1.719604,-5.9418013,-6.10E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7892817,1.36E-01,8.80E-02,1.7196008,-5.9418068,6.44E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8176779,1.36E-01,8.82E-02,1.7186291,-5.943445,4.83E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7960436,1.36E-01,8.82E-02,1.7185316,-5.9436093,6.17E-02,FLJ44874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8059549,1.37E-01,8.83E-02,1.7183196,-5.9439666,4.73E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7892994,1.37E-01,8.83E-02,1.7183099,-5.9439829,6.70E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8102513,1.37E-01,8.83E-02,1.7181247,-5.9442951,5.63E-02,LOC101929762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8101212,1.37E-01,8.83E-02,1.7179853,-5.9445299,5.31E-02,CCNI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7977480,1.37E-01,8.85E-02,-1.7172194,-5.9458201,-9.16E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8062685,1.37E-01,8.85E-02,1.7172028,-5.9458481,5.67E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7895439,1.37E-01,8.85E-02,1.7171858,-5.9458766,1.53E-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7893822,1.37E-01,8.85E-02,-1.717108,-5.9460077,-1.11E-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8037959,1.37E-01,8.85E-02,1.7170923,-5.9460341,4.60E-02,BSPH1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7937533,1.37E-01,8.86E-02,1.7168217,-5.9464898,7.03E-02,AP2A2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8138765,1.37E-01,8.86E-02,1.7166115,-5.9468438,5.80E-02,HOXA11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7939237,1.37E-01,8.88E-02,1.7154595,-5.9487826,8.86E-02,KIAA1549L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8149475,1.37E-01,8.88E-02,1.7152412,-5.9491499,9.56E-02,CNOT7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8051785,1.37E-01,8.89E-02,1.7150597,-5.9494553,1.26E-01,KCNG3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7948399,1.37E-01,8.89E-02,1.7149569,-5.9496281,7.28E-02,PATL1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7893081,1.37E-01,8.89E-02,1.7149083,-5.9497098,1.15E-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7896606,1.37E-01,8.89E-02,-1.7148356,-5.9498321,-7.30E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8034370,1.38E-01,8.90E-02,1.7142535,-5.950811,9.64E-02,ZNF563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7998427,1.38E-01,8.90E-02,-1.714226,-5.9508574,-5.51E-02,TPSG1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7895791,1.38E-01,8.92E-02,-1.7132934,-5.952425,-1.52E-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8124547,1.38E-01,8.92E-02,1.7131826,-5.9526112,6.22E-02,OR2B2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7919157,1.38E-01,8.92E-02,1.7130607,-5.9528159,6.96E-02,PPIAL4C,PPIAL4A,PPIAL4G,PPIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7999886,1.38E-01,8.93E-02,-1.7129923,-5.9529309,-2.74E-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7972215,1.38E-01,8.93E-02,-1.7128999,-5.9530861,-1.25E-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8108163,1.38E-01,8.93E-02,-1.7128305,-5.9532028,-1.06E-01,C5orf24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8108217,1.38E-01,8.93E-02,1.7127417,-5.953352,1.52E-01,TGFBI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8171489,1.38E-01,8.94E-02,1.7121997,-5.9542624,3.00E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7999044,1.38E-01,8.94E-02,-1.7121714,-5.9543098,-6.59E-02,CREBBP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7951224,1.38E-01,8.94E-02,-1.7121043,-5.9544226,-5.77E-02,MMP20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7892833,1.38E-01,8.94E-02,-1.7120847,-5.9544555,-7.91E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7893893,1.38E-01,8.94E-02,-1.7120708,-5.9544789,-8.01E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7892732,1.38E-01,8.95E-02,1.7119466,-5.9546873,2.91E-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7904713,1.38E-01,8.95E-02,1.7116357,-5.9552094,8.24E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7919129,1.38E-01,8.95E-02,1.7116357,-5.9552094,8.24E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8033809,1.38E-01,8.95E-02,-1.711507,-5.9554255,-1.27E-01,ZNF846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7985690,1.38E-01,8.96E-02,-1.7114029,-5.9556003,-8.73E-02,LOC440300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8022176,1.38E-01,8.96E-02,1.7112347,-5.9558826,1.81E-01,LAMA1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8143461,1.38E-01,8.96E-02,-1.7111803,-5.955974,-1.35E-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8036636,1.38E-01,8.96E-02,-1.7109139,-5.956421,-6.04E-02,SIRT2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8155440,1.38E-01,8.97E-02,1.7108487,-5.9565304,6.34E-02,FOXD4L5,FOXD4L6,FOXD4L3,FOXD4L1,FOXD4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8161583,1.38E-01,8.97E-02,1.7108487,-5.9565304,6.34E-02,FOXD4L5,FOXD4L6,FOXD4L3,FOXD4L1,FOXD4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7930452,1.39E-01,8.98E-02,-1.7101516,-5.9577002,-3.41E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8108822,1.39E-01,8.98E-02,1.7100729,-5.9578323,6.01E-02,RELL2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8147273,1.39E-01,8.98E-02,-1.7100684,-5.9578397,-7.80E-02,SLC26A7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7894932,1.39E-01,8.98E-02,1.7099411,-5.9580533,9.19E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7939867,1.39E-01,8.99E-02,-1.709701,-5.9584559,-6.35E-02,OR4X2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8054200,1.39E-01,8.99E-02,-1.7094683,-5.9588462,-3.96E-02,LYG2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8030993,1.39E-01,8.99E-02,1.7093378,-5.9590651,1.05E-01,ZNF761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8072413,1.39E-01,9.00E-02,-1.7089025,-5.9597949,-9.83E-02,SMTN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7984819,1.39E-01,9.00E-02,-1.7088978,-5.9598027,-1.01E-01,CCDC33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8001780,1.39E-01,9.00E-02,-1.7087718,-5.9600139,-4.07E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7894123,1.39E-01,9.01E-02,1.708429,-5.9605885,9.46E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8121757,1.39E-01,9.01E-02,-1.7082962,-5.9608111,-7.49E-02,HSF2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7896340,1.39E-01,9.02E-02,1.7077397,-5.9617436,2.26E-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8155453,1.39E-01,9.02E-02,-1.7076877,-5.9618306,-1.39E-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8161375,1.39E-01,9.02E-02,-1.7076877,-5.9618306,-1.39E-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8111387,1.39E-01,9.03E-02,1.7074045,-5.9623051,1.81E-01,ADAMTS12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7937305,1.39E-01,9.03E-02,-1.7073929,-5.9623246,-5.83E-02,NLRP6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8180380,1.39E-01,9.04E-02,1.7070738,-5.9628589,5.58E-02,RFPL2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8104066,1.39E-01,9.04E-02,-1.7067966,-5.9633231,-1.74E-01,SORBS2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8161904,1.39E-01,9.04E-02,-1.7067682,-5.9633706,-2.57E-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7896629,1.39E-01,9.04E-02,-1.7067655,-5.9633752,-1.61E-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8097690,1.39E-01,9.05E-02,-1.7065365,-5.9637585,-6.38E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7929332,1.40E-01,9.05E-02,-1.7063957,-5.9639943,-6.77E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7893009,1.40E-01,9.05E-02,1.7061655,-5.9643797,1.18E-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8124630,1.40E-01,9.06E-02,-1.705754,-5.9650683,-9.36E-02,OR2W1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8178283,1.40E-01,9.06E-02,-1.705754,-5.9650683,-9.36E-02,OR2W1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8179587,1.40E-01,9.06E-02,-1.705754,-5.9650683,-9.36E-02,OR2W1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8125959,1.40E-01,9.06E-02,-1.7056931,-5.9651702,-9.97E-02,SLC26A8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8150373,1.40E-01,9.06E-02,1.7055754,-5.9653672,6.83E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7907430,1.40E-01,9.07E-02,-1.7054644,-5.9655529,-5.82E-02,FASLG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7973032,1.40E-01,9.07E-02,-1.7052243,-5.9659547,-8.58E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8059012,1.40E-01,9.07E-02,-1.7050819,-5.9661929,-4.34E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8095301,1.40E-01,9.07E-02,-1.7049794,-5.9663644,-7.74E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8105463,1.40E-01,9.08E-02,-1.7046139,-5.9669757,-7.98E-02,GPBP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8071119,1.40E-01,9.08E-02,1.7045863,-5.9670219,7.06E-02,BCL2L13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8032094,1.40E-01,9.09E-02,-1.7042841,-5.9675273,-5.90E-02,PLPPR3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8117716,1.40E-01,9.09E-02,-1.7039628,-5.9680643,-1.02E-01,OR2J3,OR2J2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8177696,1.40E-01,9.09E-02,-1.7039628,-5.9680643,-1.02E-01,OR2J3,OR2J2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7981320,1.40E-01,9.10E-02,1.7037812,-5.968368,6.02E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7910096,1.40E-01,9.10E-02,1.7035855,-5.9686952,5.29E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7950442,1.40E-01,9.10E-02,-1.7035326,-5.9687835,-4.34E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8146837,1.40E-01,9.10E-02,-1.7034801,-5.9688713,-1.11E-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7953564,1.40E-01,9.11E-02,1.703306,-5.9691623,1.26E-01,C12orf57,C12orf57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8144724,1.40E-01,9.11E-02,-1.7031177,-5.9694769,-7.26E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7912031,1.40E-01,9.11E-02,1.7030525,-5.9695858,6.62E-02,HES2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8063970,1.40E-01,9.11E-02,1.70286,-5.9699074,5.65E-02,COL9A3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8090639,1.40E-01,9.12E-02,-1.7027286,-5.970127,-8.82E-02,PIK3R4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8089457,1.40E-01,9.12E-02,1.7025736,-5.970386,4.79E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8015410,1.41E-01,9.12E-02,1.7023403,-5.9707756,8.65E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8098163,1.41E-01,9.13E-02,1.7021434,-5.9711044,1.66E-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7952036,1.41E-01,9.13E-02,1.7021207,-5.9711424,1.13E-01,MPZL3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8012539,1.41E-01,9.13E-02,1.7019859,-5.9713676,7.62E-02,PIK3R6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8177694,1.41E-01,9.13E-02,-1.7019731,-5.9713889,-2.04E-01,OR2J3,OR2J2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8179003,1.41E-01,9.13E-02,-1.7019731,-5.9713889,-2.04E-01,OR2J3,OR2J2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8032418,1.41E-01,9.14E-02,1.7016712,-5.971893,1.13E-01,AP3D1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7985569,1.41E-01,9.14E-02,-1.7013577,-5.9724164,-1.71E-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8165862,1.41E-01,9.14E-02,-1.7012858,-5.9725363,-3.24E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7973448,1.41E-01,9.15E-02,1.7007549,-5.9734225,7.95E-02,DHRS4L1,DHRS4L2,DHRS4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7937508,1.41E-01,9.16E-02,-1.7006084,-5.9736669,-1.07E-01,CD151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8112746,1.41E-01,9.16E-02,-1.7005091,-5.9738327,-8.19E-02,WDR41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7969263,1.41E-01,9.17E-02,1.7001523,-5.9744279,8.21E-02,HNRNPA1L2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7982745,1.41E-01,9.17E-02,-1.7000839,-5.974542,-7.59E-02,CHST14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8096845,1.41E-01,9.17E-02,1.6999088,-5.974834,1.54E-01,EGF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7943047,1.41E-01,9.17E-02,-1.6996908,-5.9751977,-1.01E-01,UBTFL1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7950951,1.41E-01,9.17E-02,-1.6996908,-5.9751977,-1.01E-01,UBTFL1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8043581,1.41E-01,9.17E-02,-1.6996908,-5.9751977,-1.01E-01,UBTFL1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8053785,1.41E-01,9.17E-02,-1.6996908,-5.9751977,-1.01E-01,UBTFL1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
